city,date,card_type,exp_type,gender,amount_raw,amount_norm,day_of_week,month,week_number,year,card_type_encoded,gender_encoded,city_encoded,exp_type_encoded
"Bengaluru, India",2014-03-15,Signature,Entertainment,M,178144,0.17765918609689169,5,3,11,2014,2,1,71,1
"Greater Mumbai, India",2014-03-15,Gold,Food,F,125003,0.12436213232344305,5,3,11,2014,0,0,170,2
"Chennai, India",2014-03-15,Platinum,Grocery,F,108656,0.10796712775005216,5,3,11,2014,1,0,109,4
"Bengaluru, India",2014-03-15,Gold,Entertainment,M,167524,0.1670079994223085,5,3,11,2014,0,1,71,1
"Delhi, India",2014-03-15,Platinum,Food,M,237522,0.23721155543431166,5,3,11,2014,1,1,126,2
"Ahmedabad, India",2014-03-15,Silver,Bills,M,144574,0.14399060448994655,5,3,11,2014,3,1,8,0
"Murwara (Katni), India",2014-03-15,Silver,Bills,F,19565,0.018614503265561563,5,3,11,2014,3,0,402,0
"Pune, India",2014-03-15,Gold,Grocery,M,82057,0.08129001717027456,5,3,11,2014,0,1,584,4
"Greater Mumbai, India",2014-03-15,Silver,Entertainment,F,227071,0.22672986504485132,5,3,11,2014,3,0,170,1
"Kolkata, India",2014-03-15,Gold,Fuel,F,276783,0.27658784922252355,5,3,11,2014,0,0,267,3
"Bengaluru, India",2014-03-15,Gold,Entertainment,M,221366,0.22100811175120752,5,3,11,2014,0,1,71,1
"Bengaluru, India",2014-03-15,Signature,Food,M,168822,0.1683098111269798,5,3,11,2014,2,1,71,2
"Yadgir, India",2014-03-15,Silver,Bills,F,277138,0.2769438917149414,5,3,11,2014,3,0,972,0
"Solan, India",2014-03-15,Silver,Bills,F,277084,0.2768897331386299,5,3,11,2014,3,0,795,0
"Kolkata, India",2014-03-15,Platinum,Food,M,51605,0.05074859187701591,5,3,11,2014,1,1,267,2
"Hindupur, India",2014-03-15,Signature,Grocery,F,55384,0.05453868928221833,5,3,11,2014,2,0,188,4
"Greater Mumbai, India",2014-03-15,Gold,Bills,M,28564,0.027639929714203183,5,3,11,2014,0,1,170,0
"Delhi, India",2014-03-15,Signature,Food,F,229616,0.2292823386876775,5,3,11,2014,2,0,126,2
"Surat, India",2014-03-15,Signature,Food,F,280580,0.28039599948649646,5,3,11,2014,2,0,821,2
"Greater Mumbai, India",2014-03-15,Platinum,Entertainment,M,234652,0.23433312739701845,5,3,11,2014,1,1,170,1
"Greater Mumbai, India",2014-03-15,Gold,Grocery,F,268380,0.2681601729865045,5,3,11,2014,0,0,170,4
"Ahmedabad, India",2014-03-15,Signature,Entertainment,F,5036,0.0040428374279891524,5,3,11,2014,2,0,8,1
"Bengaluru, India",2014-03-15,Gold,Entertainment,M,68262,0.06745450679589839,5,3,11,2014,0,1,71,1
"Ahmedabad, India",2014-03-15,Platinum,Entertainment,M,228911,0.2285752683858337,5,3,11,2014,1,1,8,1
"Tamluk, India",2014-03-15,Platinum,Bills,M,244318,0.2440275125567662,5,3,11,2014,1,1,834,0
"Greater Mumbai, India",2014-03-15,Platinum,Grocery,M,27395,0.026467496830720347,5,3,11,2014,1,1,170,4
"Kolkata, India",2014-03-15,Gold,Fuel,M,107153,0.10645971404271708,5,3,11,2014,0,1,267,3
"Delhi, India",2014-03-15,Platinum,Fuel,F,268003,0.2677820658889228,5,3,11,2014,1,0,126,3
"Bengaluru, India",2014-03-15,Silver,Fuel,M,292392,0.2922426865863248,5,3,11,2014,3,1,71,3
"Bengaluru, India",2014-03-15,Signature,Fuel,F,287910,0.2877475247524753,5,3,11,2014,2,0,71,3
"Delhi, India",2014-03-15,Signature,Fuel,M,179615,0.17913450583307924,5,3,11,2014,2,1,126,3
"Greater Mumbai, India",2014-03-15,Platinum,Food,F,175112,0.17461828233066418,5,3,11,2014,1,0,170,2
"Bengaluru, India",2014-03-15,Gold,Bills,F,94375,0.09364419018887302,5,3,11,2014,0,0,71,0
"Surat, India",2014-03-15,Signature,Grocery,F,240237,0.23993452829885906,5,3,11,2014,2,0,821,4
"Kolkata, India",2014-03-16,Gold,Bills,M,187831,0.18737463292520498,6,3,11,2014,0,1,267,0
"Ahmedabad, India",2014-03-16,Gold,Entertainment,M,237689,0.23737904584623776,6,3,11,2014,0,1,8,1
"Ahmedabad, India",2014-03-16,Silver,Entertainment,F,79809,0.07903541569716128,6,3,11,2014,3,0,8,1
"Bengaluru, India",2014-03-16,Platinum,Food,F,88471,0.08772285251215559,6,3,11,2014,1,0,71,2
"Bengaluru, India",2014-03-16,Platinum,Fuel,M,105730,0.10503253526325079,6,3,11,2014,1,1,71,3
"Greater Mumbai, India",2014-03-16,Signature,Bills,F,249077,0.24880048782836142,6,3,11,2014,2,0,170,0
"Murtijapur, India",2014-03-16,Platinum,Grocery,F,235157,0.23483961037919027,6,3,11,2014,1,0,401,4
"Gwalior, India",2014-03-16,Platinum,Grocery,M,289394,0.2892358826644415,6,3,11,2014,1,1,179,4
"Sehore, India",2014-03-16,Platinum,Entertainment,M,9511,0.008530978705650144,6,3,11,2014,1,1,721,1
"Ahmedabad, India",2014-03-16,Signature,Bills,M,115408,0.11473895566217886,6,3,11,2014,2,1,8,0
"Greater Mumbai, India",2014-03-16,Gold,Entertainment,F,78371,0.07759319286871962,6,3,11,2014,0,0,170,1
"Orai, India",2014-03-16,Platinum,Fuel,M,211487,0.2111001010960091,6,3,11,2014,1,1,489,3
"Nohar, India",2014-03-16,Signature,Bills,M,293685,0.29353948360800425,6,3,11,2014,2,1,479,0
"Ahmedabad, India",2014-03-16,Signature,Fuel,F,212418,0.21203383506908224,6,3,11,2014,2,0,8,3
"Bhiwani, India",2014-03-16,Signature,Fuel,M,132978,0.132360551695364,6,3,11,2014,2,1,88,3
"Lucknow, India",2014-03-16,Gold,Travel,F,81359,0.08058996742461928,6,3,11,2014,0,0,300,5
"Delhi, India",2014-03-16,Gold,Fuel,F,143243,0.14265569587752938,6,3,11,2014,0,0,126,3
"Ahmedabad, India",2014-03-16,Platinum,Fuel,M,222710,0.22235605853940335,6,3,11,2014,1,1,8,3
"Ahmedabad, India",2014-03-16,Platinum,Entertainment,M,265246,0.26501696968724425,6,3,11,2014,1,1,8,1
"Hyderabad, India",2014-03-16,Silver,Grocery,M,244490,0.24420001765168411,6,3,11,2014,3,1,193,4
"Greater Mumbai, India",2014-03-16,Signature,Bills,F,240867,0.24056637835582584,6,3,11,2014,2,0,170,0
"Hyderabad, India",2014-03-16,Platinum,Grocery,M,103191,0.10248607924001477,6,3,11,2014,1,1,193,4
"Lucknow, India",2014-03-16,Platinum,Grocery,F,184054,0.18358654139319927,6,3,11,2014,1,0,300,4
"Greater Mumbai, India",2014-03-16,Signature,Entertainment,F,194486,0.19404917598729077,6,3,11,2014,2,0,170,1
"Anantnag, India",2014-03-16,Platinum,Food,F,155514,0.15496273087600493,6,3,11,2014,1,0,31,2
"Lucknow, India",2014-03-16,Signature,Bills,F,1026,2.106166856556007e-05,6,3,11,2014,2,0,300,0
"Delhi, India",2014-03-16,Signature,Entertainment,F,21226,0.020280380955437518,6,3,11,2014,2,0,126,1
"Greater Mumbai, India",2014-03-16,Gold,Entertainment,M,218002,0.2176342330343245,6,3,11,2014,0,1,170,1
"Jagraon, India",2014-03-16,Silver,Grocery,M,278714,0.2785245197939567,6,3,11,2014,3,1,201,4
"Hyderabad, India",2014-03-16,Platinum,Bills,M,40302,0.03941239950575284,6,3,11,2014,1,1,193,0
"Lucknow, India",2014-03-16,Gold,Fuel,M,39047,0.03815371407481105,6,3,11,2014,0,1,300,3
"Surat, India",2014-03-16,Silver,Bills,F,116317,0.11565062503008809,6,3,11,2014,3,0,821,0
"Ahmedabad, India",2014-03-16,Signature,Food,M,36087,0.03518502174366545,6,3,11,2014,2,1,8,2
"Delhi, India",2014-03-16,Silver,Food,M,150145,0.14957796427941009,6,3,11,2014,3,1,126,2
"Greater Mumbai, India",2014-03-16,Gold,Grocery,M,139368,0.1387693165588844,6,3,11,2014,0,1,170,4
"Udumalaipettai, India",2014-03-16,Gold,Entertainment,M,237717,0.23740712807099185,6,3,11,2014,0,1,902,1
"Pune, India",2014-03-16,Silver,Bills,F,142840,0.14225151242839032,6,3,11,2014,3,0,584,0
"Bengaluru, India",2014-03-16,Platinum,Fuel,M,30657,0.02973907601457066,6,3,11,2014,1,1,71,3
"Greater Mumbai, India",2014-03-17,Silver,Grocery,F,162039,0.16150689218030392,0,3,12,2014,3,0,170,4
"Ahmedabad, India",2014-03-17,Gold,Bills,F,113949,0.11327567116517162,0,3,12,2014,0,0,8,0
"Bengaluru, India",2014-03-17,Signature,Fuel,M,99502,0.09878624612866473,0,3,12,2014,2,1,71,3
"Delhi, India",2014-03-17,Platinum,Food,M,222219,0.2218636166696086,0,3,12,2014,1,1,126,2
"Delhi, India",2014-03-17,Signature,Grocery,M,203094,0.20268245422597364,0,3,12,2014,2,1,126,4
"Greater Mumbai, India",2014-03-17,Gold,Grocery,M,141939,0.14134786655326795,0,3,12,2014,0,1,170,4
"Bengaluru, India",2014-03-17,Signature,Fuel,F,37489,0.03659113885456617,0,3,12,2014,2,0,71,3
"Surat, India",2014-03-17,Platinum,Bills,M,244459,0.24416892661713496,0,3,12,2014,1,1,821,0
"Delhi, India",2014-03-17,Silver,Grocery,F,294934,0.2947921514193559,0,3,12,2014,3,0,126,4
"Pune, India",2014-03-17,Signature,Food,F,264549,0.26431792287818734,0,3,12,2014,2,0,584,2
"Manwath, India",2014-03-17,Platinum,Bills,F,118765,0.11810581382287337,0,3,12,2014,1,0,360,0
"Pune, India",2014-03-17,Silver,Travel,M,65615,0.06479973362003948,0,3,12,2014,3,1,584,5
"Greater Mumbai, India",2014-03-17,Platinum,Entertainment,F,171339,0.1708342025450519,0,3,12,2014,1,0,170,1
"Bengaluru, India",2014-03-17,Gold,Grocery,F,117127,0.1164630036747597,0,3,12,2014,0,0,71,4
"Raigarh, India",2014-03-17,Gold,Grocery,F,176877,0.17638846542676956,0,3,12,2014,0,0,601,4
"Delhi, India",2014-03-17,Silver,Food,M,11985,0.011012243849992779,0,3,12,2014,3,1,126,2
"Sikandrabad, India",2014-03-17,Platinum,Fuel,F,208532,0.2081364234478553,0,3,12,2014,1,0,768,3
"Ahmedabad, India",2014-03-17,Signature,Food,F,30653,0.029735064268177222,0,3,12,2014,2,0,8,2
"Ahmedabad, India",2014-03-17,Platinum,Fuel,F,144488,0.1439043519424876,0,3,12,2014,1,0,8,3
"Greater Mumbai, India",2014-03-17,Silver,Fuel,M,124518,0.12387570807323844,0,3,12,2014,3,1,170,3
"Bengaluru, India",2014-03-17,Gold,Bills,F,100992,0.10028062166022113,0,3,12,2014,0,0,71,0
"Delhi, India",2014-03-17,Platinum,Bills,F,114049,0.11337596482500763,0,3,12,2014,1,0,126,0
"Chennai, India",2014-03-17,Gold,Grocery,F,45962,0.04508902065247043,0,3,12,2014,0,0,109,4
"Ahmedabad, India",2014-03-17,Gold,Fuel,M,269042,0.26882411701461884,0,3,12,2014,0,1,8,3
"Bengaluru, India",2014-03-17,Signature,Entertainment,F,209312,0.2089187139945761,0,3,12,2014,2,0,71,1
"Ahmedabad, India",2014-03-17,Silver,Bills,F,272804,0.27259716449764915,0,3,12,2014,3,0,8,0
"Ahmedabad, India",2014-03-17,Gold,Fuel,F,26606,0.02567617985461431,0,3,12,2014,0,0,8,3
"Ahmedabad, India",2014-03-17,Gold,Entertainment,F,276110,0.27591287289182725,0,3,12,2014,0,0,8,1
"Habra, India",2014-03-17,Platinum,Food,M,75265,0.07447807179421345,0,3,12,2014,1,1,180,2
"Kolkata, India",2014-03-17,Signature,Food,F,122389,0.12174045605533,0,3,12,2014,2,0,267,2
"Akola, India",2014-03-17,Silver,Bills,M,65133,0.06431631817962996,0,3,12,2014,3,1,12,0
"Delhi, India",2014-03-17,Platinum,Grocery,F,251448,0.251178450503073,0,3,12,2014,1,0,126,4
"Delhi, India",2014-03-17,Signature,Bills,F,221323,0.22096498547747803,0,3,12,2014,2,0,126,0
"Ahmedabad, India",2014-03-17,Gold,Bills,F,474729,0.4751151371214917,0,3,12,2014,0,0,8,0
"Pakaur, India",2014-03-17,Gold,Fuel,M,269096,0.26887827559093025,0,3,12,2014,0,1,497,3
"Lucknow, India",2014-03-17,Gold,Entertainment,F,203694,0.20328421618498962,0,3,12,2014,0,0,300,1
"Porbandar, India",2014-03-17,Platinum,Fuel,M,160614,0.16007770752764092,0,3,12,2014,1,1,574,3
"Ahmedabad, India",2014-03-17,Platinum,Entertainment,M,89335,0.08858938973313862,0,3,12,2014,1,1,8,1
"Eluru, India",2014-03-17,Silver,Bills,M,65197,0.064380506121925,0,3,12,2014,3,1,143,0
"Surat, India",2014-03-17,Signature,Food,F,158897,0.1583556653882568,0,3,12,2014,2,0,821,2
"Lingsugur, India",2014-03-17,Silver,Food,M,2132,0.001130309546351718,0,3,12,2014,3,1,296,2
"Hapur, India",2014-03-17,Silver,Food,F,157554,0.15700872153665932,0,3,12,2014,3,0,184,2
"Ahmedabad, India",2014-03-17,Silver,Fuel,M,229919,0.22958622847698057,0,3,12,2014,3,1,8,3
"Pune, India",2014-03-17,Platinum,Fuel,F,119361,0.11870356403549594,0,3,12,2014,1,0,584,3
"Delhi, India",2014-03-17,Silver,Food,F,156171,0.15562166022112744,0,3,12,2014,3,0,126,2
"Delhi, India",2014-03-17,Silver,Grocery,M,27406,0.026478529133302307,0,3,12,2014,3,1,126,4
"Udhampur, India",2014-03-17,Silver,Fuel,M,111754,0.11107422533177143,0,3,12,2014,3,1,901,3
"Bengaluru, India",2014-03-18,Signature,Bills,F,292575,0.2924262239838247,1,3,12,2014,2,0,71,0
"Delhi, India",2014-03-18,Signature,Fuel,M,246458,0.2461737968772566,1,3,12,2014,2,1,126,3
"Chittoor, India",2014-03-18,Signature,Entertainment,F,167195,0.16667803328144806,1,3,12,2014,2,0,116,1
"Kolkata, India",2014-03-18,Gold,Food,M,82457,0.08169119180961856,1,3,12,2014,0,1,267,2
"Nawanshahr, India",2014-03-18,Platinum,Fuel,M,147167,0.14659121908949402,1,3,12,2014,1,1,460,3
"Hyderabad, India",2014-03-18,Gold,Entertainment,M,44109,0.04323057913570936,1,3,12,2014,0,1,193,1
"Hubli-Dharwad, India",2014-03-18,Signature,Bills,F,40803,0.0399148707415312,1,3,12,2014,2,0,191,0
"Naugachhia, India",2014-03-18,Gold,Grocery,M,154216,0.15366091917133365,1,3,12,2014,0,1,453,4
"Modasa, India",2014-03-18,Silver,Entertainment,F,177507,0.17702031548373637,1,3,12,2014,3,0,381,1
"Delhi, India",2014-03-18,Platinum,Food,F,59400,0.058566482661232086,1,3,12,2014,1,0,126,2
"Bengaluru, India",2014-03-18,Silver,Entertainment,M,263805,0.2635717380490075,1,3,12,2014,3,1,71,1
"Chennai, India",2014-03-18,Gold,Bills,M,62817,0.061993517017828195,1,3,12,2014,0,1,109,0
"Surat, India",2014-03-18,Platinum,Food,M,85456,0.0846989986681002,1,3,12,2014,1,1,821,2
"Lucknow, India",2014-03-18,Silver,Fuel,F,201260,0.2008430685045814,1,3,12,2014,3,0,300,3
"Greater Mumbai, India",2014-03-18,Silver,Entertainment,F,32412,0.031499229744692464,1,3,12,2014,3,0,170,1
"Upleta, India",2014-03-18,Platinum,Food,M,47725,0.04685719787537911,1,3,12,2014,1,1,915,2
"Ahmedabad, India",2014-03-18,Silver,Food,M,59968,0.05913615064910057,1,3,12,2014,3,1,8,2
"Chennai, India",2014-03-18,Platinum,Entertainment,F,256228,0.2559724874432338,1,3,12,2014,1,0,109,1
"Shujalpur, India",2014-03-18,Gold,Entertainment,F,200510,0.2000908660558114,1,3,12,2014,0,0,758,1
"Pune, India",2014-03-18,Gold,Grocery,M,53299,0.05244756647463774,1,3,12,2014,0,1,584,4
"Hyderabad, India",2014-03-18,Signature,Travel,M,247646,0.24736528555610826,1,3,12,2014,2,1,193,5
"Hyderabad, India",2014-03-18,Signature,Entertainment,F,131178,0.130555265818316,1,3,12,2014,2,0,193,1
"Pune, India",2014-03-18,Signature,Grocery,M,163056,0.16252687870083604,1,3,12,2014,2,1,584,4
"Surat, India",2014-03-18,Signature,Food,F,244739,0.24444974886467574,1,3,12,2014,2,0,821,2
"Surat, India",2014-03-18,Signature,Fuel,F,25467,0.02453383506908227,1,3,12,2014,2,0,821,3
"Chennai, India",2014-03-18,Gold,Bills,F,210494,0.21010418505383763,1,3,12,2014,0,0,109,0
"Ahmedabad, India",2014-03-18,Signature,Grocery,M,87344,0.08659254296580388,1,3,12,2014,2,1,8,4
"Greater Mumbai, India",2014-03-18,Signature,Fuel,M,204377,0.20396922188166952,1,3,12,2014,2,1,170,3
"Delhi, India",2014-03-18,Signature,Fuel,M,207416,0.20701714620408554,1,3,12,2014,2,1,126,3
"Delhi, India",2014-03-18,Silver,Grocery,F,23855,0.022917101272525955,1,3,12,2014,3,0,126,4
"Greater Mumbai, India",2014-03-18,Gold,Entertainment,M,290731,0.2905768088964488,1,3,12,2014,0,1,170,1
"Bengaluru, India",2014-03-18,Silver,Food,F,5482,0.004490147150857712,1,3,12,2014,3,0,71,2
"Delhi, India",2014-03-18,Gold,Fuel,M,16252,0.01529177431519489,1,3,12,2014,0,1,126,3
"Delhi, India",2014-03-18,Gold,Bills,M,176824,0.1763353097870565,1,3,12,2014,0,1,126,0
"Ahmedabad, India",2014-03-18,Signature,Bills,F,44348,0.0434702809827174,1,3,12,2014,2,0,8,0
"Bengaluru, India",2014-03-18,Signature,Food,M,248403,0.2481245085610668,1,3,12,2014,2,1,71,2
"Ahmedabad, India",2014-03-18,Signature,Food,M,102510,0.1018030794165316,1,3,12,2014,2,1,8,2
"Ahmedabad, India",2014-03-18,Signature,Grocery,F,77131,0.07634955148675321,1,3,12,2014,2,0,8,4
"Greater Mumbai, India",2014-03-18,Silver,Bills,M,157663,0.15711804162588056,1,3,12,2014,3,1,170,0
"Delhi, India",2014-03-18,Silver,Food,F,16659,0.01569996951072741,1,3,12,2014,3,0,126,2
"Kanpur, India",2014-03-19,Silver,Bills,M,154578,0.15402398221993996,2,3,12,2014,3,1,237,0
"Bengaluru, India",2014-03-19,Silver,Food,F,38146,0.037250068199688686,2,3,12,2014,3,0,71,2
"Lucknow, India",2014-03-19,Platinum,Grocery,M,221154,0.2207954891923552,2,3,12,2014,1,1,300,4
"Pune, India",2014-03-19,Platinum,Food,M,57402,0.05656261533770881,2,3,12,2014,1,1,584,2
"Hyderabad, India",2014-03-19,Platinum,Grocery,F,167720,0.16720457499558705,2,3,12,2014,1,0,193,4
"Greater Mumbai, India",2014-03-19,Signature,Entertainment,F,28239,0.027313975319736186,2,3,12,2014,2,0,170,1
"Pune, India",2014-03-19,Signature,Entertainment,F,260760,0.2605177961070013,2,3,12,2014,2,0,584,1
"Ahmedabad, India",2014-03-19,Gold,Grocery,F,69861,0.06905820241667603,2,3,12,2014,0,0,8,4
"Delhi, India",2014-03-19,Signature,Bills,F,138569,0.13796797021679477,2,3,12,2014,2,0,126,0
"Ahmedabad, India",2014-03-19,Gold,Grocery,M,119329,0.11867147006434842,2,3,12,2014,0,1,8,4
"Deesa, India",2014-03-19,Signature,Fuel,F,268769,0.2685503153232665,2,3,12,2014,2,0,123,3
"Gokak, India",2014-03-19,Platinum,Food,F,162171,0.16163927981128742,2,3,12,2014,1,0,167,2
"Ahmedabad, India",2014-03-19,Platinum,Entertainment,M,153381,0.15282346711170305,2,3,12,2014,1,1,8,1
"Delhi, India",2014-03-19,Signature,Food,F,65381,0.06456504645602323,2,3,12,2014,2,0,126,2
"Jaipur, India",2014-03-19,Signature,Entertainment,F,203600,0.20318994014474379,2,3,12,2014,2,0,203,1
"Delhi, India",2014-03-19,Platinum,Bills,F,227321,0.2269805991944413,2,3,12,2014,1,0,126,0
"Bengaluru, India",2014-03-19,Signature,Grocery,F,205574,0.20516973698990643,2,3,12,2014,2,0,71,4
"Ahmedabad, India",2014-03-19,Silver,Entertainment,M,255820,0.25556328931110295,2,3,12,2014,3,1,8,1
"Sibsagar, India",2014-03-19,Platinum,Entertainment,F,235003,0.2346851581430428,2,3,12,2014,1,0,760,1
"Delhi, India",2014-03-19,Signature,Grocery,F,59308,0.05847421249418297,2,3,12,2014,2,0,126,4
"Chennai, India",2014-03-19,Platinum,Travel,F,94361,0.09363014907649599,2,3,12,2014,1,0,109,5
"Delhi, India",2014-03-19,Signature,Fuel,F,193059,0.19261798546143105,2,3,12,2014,2,0,126,3
"Ahmedabad, India",2014-03-19,Platinum,Fuel,M,58763,0.05792761204807677,2,3,12,2014,1,1,8,3
"Delhi, India",2014-03-19,Platinum,Entertainment,M,245670,0.2453834828377489,2,3,12,2014,1,1,126,1
"Davanagere, India",2014-03-19,Signature,Bills,F,161322,0.16078778663927978,2,3,12,2014,2,0,122,0
"Pappinisseri, India",2014-03-19,Signature,Bills,F,240217,0.23991446956689183,2,3,12,2014,2,0,520,0
"Jaipur, India",2014-03-19,Silver,Grocery,F,275012,0.274811648506828,2,3,12,2014,3,0,203,4
"Bengaluru, India",2014-03-19,Silver,Bills,F,241111,0.2408110948858257,2,3,12,2014,3,0,71,0
"Delhi, India",2014-03-19,Platinum,Bills,F,214242,0.2138631914244909,2,3,12,2014,1,0,126,0
"Chennai, India",2014-03-19,Signature,Entertainment,F,147225,0.1466493894121989,2,3,12,2014,2,0,109,1
"Ahmedabad, India",2014-03-19,Gold,Fuel,M,83194,0.08243035608260989,2,3,12,2014,0,1,8,3
"Pune, India",2014-03-19,Platinum,Grocery,M,215814,0.2154398077571128,2,3,12,2014,1,1,584,4
"Bengaluru, India",2014-03-19,Gold,Entertainment,M,229777,0.22944381148001347,2,3,12,2014,0,1,71,1
"Bengaluru, India",2014-03-19,Signature,Grocery,F,298960,0.29882997416435325,2,3,12,2014,2,0,71,4
"Sanawad, India",2014-03-19,Signature,Food,F,115014,0.11434379864242503,2,3,12,2014,2,0,689,2
"Ahmedabad, India",2014-03-19,Signature,Food,M,125532,0.12489268578397549,2,3,12,2014,2,1,8,2
"Kanpur, India",2014-03-19,Silver,Entertainment,F,210460,0.21007008520949338,2,3,12,2014,3,0,237,1
"Bengaluru, India",2014-03-19,Gold,Fuel,F,151197,0.15063305358088483,2,3,12,2014,0,0,71,3
"Ahmedabad, India",2014-03-19,Silver,Entertainment,M,119280,0.11862232617102877,2,3,12,2014,3,1,8,1
"Puliyankudi, India",2014-03-19,Platinum,Grocery,M,259734,0.25948878315708396,2,3,12,2014,1,1,581,4
"Paithan, India",2014-03-19,Silver,Bills,F,158227,0.15768369786735562,2,3,12,2014,3,0,496,0
"Ahmedabad, India",2014-03-20,Silver,Entertainment,F,130438,0.12981309273552963,3,3,12,2014,3,0,8,1
"Kolkata, India",2014-03-20,Signature,Grocery,F,91350,0.09061030697883403,3,3,12,2014,2,0,267,4
"Delhi, India",2014-03-20,Silver,Bills,F,66615,0.06580267021839947,3,3,12,2014,3,0,126,0
"Ujjain, India",2014-03-20,Platinum,Fuel,F,167964,0.1674492915255869,3,3,12,2014,1,0,905,3
"Bengaluru, India",2014-03-20,Platinum,Food,F,137426,0.13682161368486928,3,3,12,2014,1,0,71,2
"Ahmedabad, India",2014-03-20,Silver,Food,M,95689,0.09496204887911806,3,3,12,2014,3,1,8,2
"Delhi, India",2014-03-20,Platinum,Food,F,117666,0.11700358650127574,3,3,12,2014,1,0,126,2
"Jaipur, India",2014-03-20,Platinum,Fuel,F,175267,0.17477373750340996,3,3,12,2014,1,0,203,3
"Pandhurna, India",2014-03-20,Signature,Food,F,167519,0.1670029847393167,3,3,12,2014,2,0,514,2
"Bengaluru, India",2014-03-20,Silver,Entertainment,M,49976,0.04911480815828747,3,3,12,2014,3,1,71,1
"Bengaluru, India",2014-03-20,Silver,Bills,M,28223,0.027297928334162426,3,3,12,2014,3,1,71,0
"Ahmedabad, India",2014-03-20,Gold,Bills,M,95248,0.0945197538392413,3,3,12,2014,0,1,8,0
"Palitana, India",2014-03-20,Gold,Fuel,M,142259,0.14166880626474315,3,3,12,2014,0,1,506,3
"Jaipur, India",2014-03-20,Signature,Food,M,16414,0.015454250044129212,3,3,12,2014,2,1,203,2
"Warangal, India",2014-03-20,Signature,Entertainment,M,238413,0.2381051719434504,3,3,12,2014,2,1,966,1
"Ahmedabad, India",2014-03-20,Platinum,Food,F,150847,0.15028202577145883,3,3,12,2014,1,0,8,2
"Greater Mumbai, India",2014-03-20,Gold,Entertainment,M,93385,0.09265128295649662,3,3,12,2014,0,1,170,1
"Sailu, India",2014-03-20,Platinum,Bills,F,76655,0.07587215366593386,3,3,12,2014,1,0,678,0
"Delhi, India",2014-03-20,Signature,Fuel,F,18267,0.017312691560890284,3,3,12,2014,2,0,126,3
"Delhi, India",2014-03-20,Silver,Bills,F,49738,0.04887610924787779,3,3,12,2014,3,0,126,0
"Hyderabad, India",2014-03-20,Gold,Travel,M,4611,0.003616589373686153,3,3,12,2014,0,1,193,5
"Ahmedabad, India",2014-03-20,Silver,Bills,F,288185,0.28802333231702426,3,3,12,2014,3,0,8,0
"Pune, India",2014-03-20,Silver,Food,M,289805,0.28964808960636745,3,3,12,2014,3,1,584,2
"Talcher, India",2014-03-20,Gold,Grocery,F,56594,0.055752242566233935,3,3,12,2014,0,0,829,4
"Kanpur, India",2014-03-20,Platinum,Fuel,F,169989,0.1694802381372659,3,3,12,2014,1,0,237,3
"Ahmedabad, India",2014-03-20,Silver,Grocery,F,187484,0.18702661392557407,3,3,12,2014,3,0,8,4
"Ahmedabad, India",2014-03-20,Signature,Bills,F,168117,0.167602740825136,3,3,12,2014,2,0,8,0
"Shamsabad Agra, India",2014-03-20,Gold,Food,F,128070,0.12743813887061314,3,3,12,2014,0,0,737,2
"Greater Mumbai, India",2014-03-20,Silver,Bills,M,168780,0.16826768778984866,3,3,12,2014,3,1,170,0
"Bhongir, India",2014-03-20,Silver,Food,M,126810,0.12617443875667955,3,3,12,2014,3,1,89,2
"Bengaluru, India",2014-03-20,Platinum,Grocery,M,273642,0.27343762536707483,3,3,12,2014,1,1,71,4
"Bengaluru, India",2014-03-20,Gold,Fuel,M,197332,0.19690353354622334,3,3,12,2014,0,1,71,3
"Sadulpur, India",2014-03-20,Platinum,Fuel,M,254054,0.2537921032783992,3,3,12,2014,1,1,669,3
"Chennai, India",2014-03-20,Signature,Travel,F,239103,0.2387971981963188,3,3,12,2014,2,0,109,5
"Greater Mumbai, India",2014-03-20,Signature,Entertainment,F,282120,0.28194052184797086,3,3,12,2014,2,0,170,1
"Ahmedabad, India",2014-03-20,Gold,Food,F,291906,0.2917552593995218,3,3,12,2014,0,0,8,2
"Seohara, India",2014-03-20,Silver,Fuel,M,186028,0.1855663382383619,3,3,12,2014,3,1,723,3
"Bengaluru, India",2014-03-20,Silver,Grocery,F,146944,0.14636756422805974,3,3,12,2014,3,0,71,4
"Bengaluru, India",2014-03-20,Gold,Bills,F,237034,0.23672212237431198,3,3,12,2014,0,0,71,0
"Greater Mumbai, India",2014-03-20,Gold,Bills,F,130529,0.12990435996598038,3,3,12,2014,0,0,170,0
"Bengaluru, India",2014-03-20,Signature,Grocery,F,42772,0.04188965290370204,3,3,12,2014,2,0,71,4
"Delhi, India",2014-03-20,Platinum,Food,M,99446,0.09873008167915658,3,3,12,2014,1,1,126,2
"Lucknow, India",2014-03-20,Gold,Bills,F,117213,0.11654925622221865,3,3,12,2014,0,0,300,0
"Bengaluru, India",2014-03-21,Gold,Grocery,M,239548,0.239243504982589,4,3,12,2014,0,1,71,4
"Delhi, India",2014-03-21,Signature,Bills,M,284405,0.28423223197522346,4,3,12,2014,2,1,126,0
"Chennai, India",2014-03-21,Platinum,Travel,M,230480,0.23014887590866054,4,3,12,2014,1,1,109,5
"Delhi, India",2014-03-21,Platinum,Entertainment,M,102971,0.10226543318837557,4,3,12,2014,1,1,126,1
